"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2014,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasopharynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
